ticker,property,datetime,value
AAPL,intraday_price,2025-04-12T13:00:00,169.01
AAPL,intraday_price,2025-04-12T14:00:00,167.35
AAPL,intraday_price,2025-04-12T15:00:00,168.92
AAPL,intraday_price,2025-04-12T16:00:00,166.87
AAPL,intraday_price,2025-04-12T17:00:00,166.58
AAPL,open,2025-04-13,246.01
AAPL,high,2025-04-13,247.65
AAPL,low,2025-04-13,244.99
AAPL,close,2025-04-13,245.74
AAPL,official_close,2025-04-13,245.33
AAPL,intraday_price,2025-04-13T10:00:00,246.18
AAPL,intraday_price,2025-04-13T11:00:00,245.39
AAPL,intraday_price,2025-04-13T12:00:00,247.37
AAPL,intraday_price,2025-04-13T13:00:00,246.61
AAPL,intraday_price,2025-04-13T14:00:00,247.26
AAPL,intraday_price,2025-04-13T15:00:00,246.04
AAPL,intraday_price,2025-04-13T16:00:00,245.26
AAPL,intraday_price,2025-04-13T17:00:00,247.46
AAPL,open,2025-04-14,208.61
AAPL,high,2025-04-14,214.09
AAPL,low,2025-04-14,198.95
AAPL,close,2025-04-14,205.73
AAPL,official_close,2025-04-14,204.91
AAPL,intraday_price,2025-04-14T10:00:00,202.62
AAPL,intraday_price,2025-04-14T11:00:00,203.57
AAPL,intraday_price,2025-04-14T12:00:00,212.22
AAPL,intraday_price,2025-04-14T13:00:00,209.97
AAPL,intraday_price,2025-04-14T14:00:00,204.8
AAPL,intraday_price,2025-04-14T15:00:00,206.99
AAPL,intraday_price,2025-04-14T16:00:00,208.64
AAPL,intraday_price,2025-04-14T17:00:00,201.22
AAPL,open,2025-04-15,294.02
AAPL,high,2025-04-15,303.32
AAPL,low,2025-04-15,292.02
AAPL,close,2025-04-15,302.55
AAPL,official_close,2025-04-15,301.83
AAPL,intraday_price,2025-04-15T10:00:00,292.75
AAPL,intraday_price,2025-04-15T11:00:00,299.42
AAPL,intraday_price,2025-04-15T12:00:00,293.51
AAPL,intraday_price,2025-04-15T13:00:00,301.6
AAPL,intraday_price,2025-04-15T14:00:00,301.23
AAPL,intraday_price,2025-04-15T15:00:00,299.3
AAPL,intraday_price,2025-04-15T16:00:00,298.58
AAPL,intraday_price,2025-04-15T17:00:00,295.44
AAPL,open,2025-04-16,193.65
AAPL,high,2025-04-16,202.26
AAPL,low,2025-04-16,183.66
AAPL,close,2025-04-16,192.37
AAPL,official_close,2025-04-16,192.32
AAPL,intraday_price,2025-04-16T10:00:00,195.27
AAPL,intraday_price,2025-04-16T11:00:00,199.51
AAPL,intraday_price,2025-04-16T12:00:00,200.81
AAPL,intraday_price,2025-04-16T13:00:00,199.5
AAPL,intraday_price,2025-04-16T14:00:00,199.66
AAPL,intraday_price,2025-04-16T15:00:00,186.83
AAPL,intraday_price,2025-04-16T16:00:00,198.76
AAPL,intraday_price,2025-04-16T17:00:00,198.09
AAPL,open,2025-04-17,126.07
AAPL,high,2025-04-17,129.9
AAPL,low,2025-04-17,124.34
AAPL,close,2025-04-17,128.43
AAPL,official_close,2025-04-17,128.1
AAPL,intraday_price,2025-04-17T10:00:00,124.53
AAPL,intraday_price,2025-04-17T11:00:00,124.7
AAPL,intraday_price,2025-04-17T12:00:00,127.89
AAPL,intraday_price,2025-04-17T13:00:00,125.94
AAPL,intraday_price,2025-04-17T14:00:00,129.58
AAPL,intraday_price,2025-04-17T15:00:00,128.02
AAPL,intraday_price,2025-04-17T16:00:00,126.55
AAPL,intraday_price,2025-04-17T17:00:00,125.7
AAPL,open,2025-04-18,168.58
AAPL,high,2025-04-18,172.08
AAPL,low,2025-04-18,163.97
AAPL,close,2025-04-18,166.88
AAPL,official_close,2025-04-18,166.73
AAPL,intraday_price,2025-04-18T10:00:00,164.62
AAPL,intraday_price,2025-04-18T11:00:00,166.26
AAPL,intraday_price,2025-04-18T12:00:00,170.88
AAPL,intraday_price,2025-04-18T13:00:00,163.98
AAPL,intraday_price,2025-04-18T14:00:00,165.47
AAPL,intraday_price,2025-04-18T15:00:00,164.96
AAPL,intraday_price,2025-04-18T16:00:00,170.71
AAPL,intraday_price,2025-04-18T17:00:00,164.64
AAPL,open,2025-04-19,146.68
AAPL,high,2025-04-19,148.41
AAPL,low,2025-04-19,143.86
AAPL,close,2025-04-19,146.83
AAPL,official_close,2025-04-19,147.56
AAPL,intraday_price,2025-04-19T10:00:00,148.32
AAPL,intraday_price,2025-04-19T11:00:00,143.97
AAPL,intraday_price,2025-04-19T12:00:00,148.01
AAPL,intraday_price,2025-04-19T13:00:00,146.74
AAPL,intraday_price,2025-04-19T14:00:00,144.47
AAPL,intraday_price,2025-04-19T15:00:00,148.21
AAPL,intraday_price,2025-04-19T16:00:00,147.1
AAPL,intraday_price,2025-04-19T17:00:00,146.05
AAPL,open,2025-04-20,238.07
AAPL,high,2025-04-20,242.74
AAPL,low,2025-04-20,233.87
AAPL,close,2025-04-20,234.73
AAPL,official_close,2025-04-20,235.43
AAPL,intraday_price,2025-04-20T10:00:00,241.42
AAPL,intraday_price,2025-04-20T11:00:00,240.64
AAPL,intraday_price,2025-04-20T12:00:00,236.38
AAPL,intraday_price,2025-04-20T13:00:00,238.74
AAPL,intraday_price,2025-04-20T14:00:00,242.28
AAPL,intraday_price,2025-04-20T15:00:00,242.19
AAPL,intraday_price,2025-04-20T16:00:00,235.57
AAPL,intraday_price,2025-04-20T17:00:00,240.56
AAPL,open,2025-04-21,151.99
AAPL,high,2025-04-21,161.79
AAPL,low,2025-04-21,148.38
AAPL,close,2025-04-21,152.17
AAPL,official_close,2025-04-21,151.81
AAPL,intraday_price,2025-04-21T10:00:00,158.64
AAPL,intraday_price,2025-04-21T11:00:00,154.84
AAPL,intraday_price,2025-04-21T12:00:00,154.87
AAPL,intraday_price,2025-04-21T13:00:00,161.45
AAPL,intraday_price,2025-04-21T14:00:00,160.26
AAPL,intraday_price,2025-04-21T15:00:00,161.59
AAPL,intraday_price,2025-04-21T16:00:00,158.78
AAPL,intraday_price,2025-04-21T17:00:00,154.0
AAPL,open,2025-04-22,163.97
AAPL,high,2025-04-22,167.13
AAPL,low,2025-04-22,157.86
AAPL,close,2025-04-22,160.97
AAPL,official_close,2025-04-22,160.99
AAPL,intraday_price,2025-04-22T10:00:00,162.83
AAPL,intraday_price,2025-04-22T11:00:00,159.93
AAPL,intraday_price,2025-04-22T12:00:00,166.09
AAPL,intraday_price,2025-04-22T13:00:00,162.69
AAPL,intraday_price,2025-04-22T14:00:00,160.56
AAPL,intraday_price,2025-04-22T15:00:00,162.79
AAPL,intraday_price,2025-04-22T16:00:00,165.81
AAPL,intraday_price,2025-04-22T17:00:00,162.3
AAPL,open,2025-04-23,251.0
AAPL,high,2025-04-23,256.78
AAPL,low,2025-04-23,248.12
AAPL,close,2025-04-23,255.56
AAPL,official_close,2025-04-23,256.31
AAPL,intraday_price,2025-04-23T10:00:00,249.07
AAPL,intraday_price,2025-04-23T11:00:00,256.51
AAPL,intraday_price,2025-04-23T12:00:00,249.99
AAPL,intraday_price,2025-04-23T13:00:00,251.96
AAPL,intraday_price,2025-04-23T14:00:00,248.57
AAPL,intraday_price,2025-04-23T15:00:00,256.23
AAPL,intraday_price,2025-04-23T16:00:00,256.76
AAPL,intraday_price,2025-04-23T17:00:00,256.75
AAPL,open,2025-04-24,258.7
AAPL,high,2025-04-24,268.38
AAPL,low,2025-04-24,250.35
AAPL,close,2025-04-24,256.17
AAPL,official_close,2025-04-24,256.18
AAPL,intraday_price,2025-04-24T10:00:00,266.33
AAPL,intraday_price,2025-04-24T11:00:00,263.87
AAPL,intraday_price,2025-04-24T12:00:00,262.63
AAPL,intraday_price,2025-04-24T13:00:00,253.8
AAPL,intraday_price,2025-04-24T14:00:00,251.3
AAPL,intraday_price,2025-04-24T15:00:00,264.43
AAPL,intraday_price,2025-04-24T16:00:00,253.81
AAPL,intraday_price,2025-04-24T17:00:00,257.92
AAPL,open,2025-04-25,266.4
AAPL,high,2025-04-25,271.91
AAPL,low,2025-04-25,260.14
AAPL,close,2025-04-25,263.19
AAPL,official_close,2025-04-25,263.4
AAPL,intraday_price,2025-04-25T10:00:00,270.06
AAPL,intraday_price,2025-04-25T11:00:00,268.75
AAPL,intraday_price,2025-04-25T12:00:00,269.93
AAPL,intraday_price,2025-04-25T13:00:00,261.44
AAPL,intraday_price,2025-04-25T14:00:00,262.11
AAPL,intraday_price,2025-04-25T15:00:00,267.26
AAPL,intraday_price,2025-04-25T16:00:00,269.2
AAPL,intraday_price,2025-04-25T17:00:00,265.36
AAPL,open,2025-04-26,236.53
AAPL,high,2025-04-26,238.09
AAPL,low,2025-04-26,228.58
AAPL,close,2025-04-26,230.57
AAPL,official_close,2025-04-26,230.74
AAPL,intraday_price,2025-04-26T10:00:00,228.93
AAPL,intraday_price,2025-04-26T11:00:00,231.75
AAPL,intraday_price,2025-04-26T12:00:00,230.49
AAPL,intraday_price,2025-04-26T13:00:00,237.77
AAPL,intraday_price,2025-04-26T14:00:00,229.05
AAPL,intraday_price,2025-04-26T15:00:00,237.66
AAPL,intraday_price,2025-04-26T16:00:00,231.58
AAPL,intraday_price,2025-04-26T17:00:00,234.33
AAPL,open,2025-04-27,129.06
AAPL,high,2025-04-27,136.34
AAPL,low,2025-04-27,125.31
AAPL,close,2025-04-27,130.92
AAPL,official_close,2025-04-27,130.01
AAPL,intraday_price,2025-04-27T10:00:00,133.24
AAPL,intraday_price,2025-04-27T11:00:00,136.03
AAPL,intraday_price,2025-04-27T12:00:00,131.71
AAPL,intraday_price,2025-04-27T13:00:00,130.43
AAPL,intraday_price,2025-04-27T14:00:00,129.6
AAPL,intraday_price,2025-04-27T15:00:00,125.54
AAPL,intraday_price,2025-04-27T16:00:00,125.82
AAPL,intraday_price,2025-04-27T17:00:00,128.9
AAPL,open,2025-04-28,292.23
AAPL,high,2025-04-28,298.51
AAPL,low,2025-04-28,282.37
AAPL,close,2025-04-28,289.01
AAPL,official_close,2025-04-28,289.41
AAPL,intraday_price,2025-04-28T10:00:00,283.78
AAPL,intraday_price,2025-04-28T11:00:00,288.06
AAPL,intraday_price,2025-04-28T12:00:00,282.76
AAPL,intraday_price,2025-04-28T13:00:00,289.27
AAPL,intraday_price,2025-04-28T14:00:00,288.35
AAPL,intraday_price,2025-04-28T15:00:00,295.73
AAPL,intraday_price,2025-04-28T16:00:00,292.33
AAPL,intraday_price,2025-04-28T17:00:00,293.95
AAPL,open,2025-04-29,111.88
AAPL,high,2025-04-29,116.34
AAPL,low,2025-04-29,105.9
AAPL,close,2025-04-29,112.91
AAPL,official_close,2025-04-29,113.24
AAPL,intraday_price,2025-04-29T10:00:00,110.4
AAPL,intraday_price,2025-04-29T11:00:00,111.85
AAPL,intraday_price,2025-04-29T12:00:00,111.87
AAPL,intraday_price,2025-04-29T13:00:00,106.54
AAPL,intraday_price,2025-04-29T14:00:00,106.26
AAPL,intraday_price,2025-04-29T15:00:00,106.35
AAPL,intraday_price,2025-04-29T16:00:00,106.71
AAPL,intraday_price,2025-04-29T17:00:00,106.24
AAPL,open,2025-04-30,205.82
AAPL,high,2025-04-30,208.22
AAPL,low,2025-04-30,203.75
AAPL,close,2025-04-30,206.56
AAPL,official_close,2025-04-30,207.31
AAPL,intraday_price,2025-04-30T10:00:00,206.79
AAPL,intraday_price,2025-04-30T11:00:00,207.61
AAPL,intraday_price,2025-04-30T12:00:00,204.28
AAPL,intraday_price,2025-04-30T13:00:00,206.21
AAPL,intraday_price,2025-04-30T14:00:00,205.98
AAPL,intraday_price,2025-04-30T15:00:00,207.44
AAPL,intraday_price,2025-04-30T16:00:00,206.72
AAPL,intraday_price,2025-04-30T17:00:00,206.74
AAPL,open,2025-05-01,259.54
AAPL,high,2025-05-01,269.05
AAPL,low,2025-05-01,255.12
AAPL,close,2025-05-01,266.74
AAPL,official_close,2025-05-01,266.22
AAPL,intraday_price,2025-05-01T10:00:00,258.9
AAPL,intraday_price,2025-05-01T11:00:00,262.97
AAPL,intraday_price,2025-05-01T12:00:00,267.25
AAPL,intraday_price,2025-05-01T13:00:00,259.81
AAPL,intraday_price,2025-05-01T14:00:00,263.42
AAPL,intraday_price,2025-05-01T15:00:00,264.25
AAPL,intraday_price,2025-05-01T16:00:00,259.86
AAPL,intraday_price,2025-05-01T17:00:00,267.04
AAPL,open,2025-05-02,223.39
AAPL,high,2025-05-02,227.21
AAPL,low,2025-05-02,222.34
AAPL,close,2025-05-02,226.04
AAPL,official_close,2025-05-02,226.83
AAPL,intraday_price,2025-05-02T10:00:00,222.66
AAPL,intraday_price,2025-05-02T11:00:00,224.97
AAPL,intraday_price,2025-05-02T12:00:00,224.18
AAPL,intraday_price,2025-05-02T13:00:00,226.46
AAPL,intraday_price,2025-05-02T14:00:00,226.8
AAPL,intraday_price,2025-05-02T15:00:00,224.77
AAPL,intraday_price,2025-05-02T16:00:00,225.17
AAPL,intraday_price,2025-05-02T17:00:00,226.77
AAPL,open,2025-05-03,171.76
AAPL,high,2025-05-03,175.49
AAPL,low,2025-05-03,162.32
AAPL,close,2025-05-03,162.79
AAPL,official_close,2025-05-03,162.31
AAPL,intraday_price,2025-05-03T10:00:00,164.52
AAPL,intraday_price,2025-05-03T11:00:00,165.05
AAPL,intraday_price,2025-05-03T12:00:00,164.91
AAPL,intraday_price,2025-05-03T13:00:00,165.39
AAPL,intraday_price,2025-05-03T14:00:00,170.09
AAPL,intraday_price,2025-05-03T15:00:00,173.18
AAPL,intraday_price,2025-05-03T16:00:00,175.43
AAPL,intraday_price,2025-05-03T17:00:00,171.14
AAPL,open,2025-05-04,151.23
AAPL,high,2025-05-04,158.84
AAPL,low,2025-05-04,145.59
AAPL,close,2025-05-04,149.99
AAPL,official_close,2025-05-04,149.27
AAPL,intraday_price,2025-05-04T10:00:00,156.0
AAPL,intraday_price,2025-05-04T11:00:00,153.74
AAPL,intraday_price,2025-05-04T12:00:00,156.71
AAPL,intraday_price,2025-05-04T13:00:00,148.74
AAPL,intraday_price,2025-05-04T14:00:00,148.14
AAPL,intraday_price,2025-05-04T15:00:00,148.13
AAPL,intraday_price,2025-05-04T16:00:00,158.4
AAPL,intraday_price,2025-05-04T17:00:00,157.38
AAPL,open,2025-05-05,218.2
AAPL,high,2025-05-05,222.9
AAPL,low,2025-05-05,210.68
AAPL,close,2025-05-05,216.85
AAPL,official_close,2025-05-05,216.34
AAPL,intraday_price,2025-05-05T10:00:00,222.11
AAPL,intraday_price,2025-05-05T11:00:00,219.06
AAPL,intraday_price,2025-05-05T12:00:00,221.28
AAPL,intraday_price,2025-05-05T13:00:00,219.09
AAPL,intraday_price,2025-05-05T14:00:00,212.87
AAPL,intraday_price,2025-05-05T15:00:00,215.85
AAPL,intraday_price,2025-05-05T16:00:00,214.29
AAPL,intraday_price,2025-05-05T17:00:00,216.44
AAPL,open,2025-05-06,175.59
AAPL,high,2025-05-06,177.85
AAPL,low,2025-05-06,171.48
AAPL,close,2025-05-06,177.26
AAPL,official_close,2025-05-06,178.03
AAPL,intraday_price,2025-05-06T10:00:00,174.51
AAPL,intraday_price,2025-05-06T11:00:00,175.06
AAPL,intraday_price,2025-05-06T12:00:00,174.59
AAPL,intraday_price,2025-05-06T13:00:00,173.57
AAPL,intraday_price,2025-05-06T14:00:00,175.79
AAPL,intraday_price,2025-05-06T15:00:00,175.32
AAPL,intraday_price,2025-05-06T16:00:00,176.7
AAPL,intraday_price,2025-05-06T17:00:00,176.28
AAPL,open,2025-05-07,233.43
AAPL,high,2025-05-07,236.85
AAPL,low,2025-05-07,225.06
AAPL,close,2025-05-07,234.96
AAPL,official_close,2025-05-07,235.16
AAPL,intraday_price,2025-05-07T10:00:00,229.27
AAPL,intraday_price,2025-05-07T11:00:00,228.75
AAPL,intraday_price,2025-05-07T12:00:00,228.12
AAPL,intraday_price,2025-05-07T13:00:00,234.15
AAPL,intraday_price,2025-05-07T14:00:00,233.16
AAPL,intraday_price,2025-05-07T15:00:00,233.5
AAPL,intraday_price,2025-05-07T16:00:00,234.11
AAPL,intraday_price,2025-05-07T17:00:00,236.67
AAPL,open,2025-05-08,198.88
AAPL,high,2025-05-08,204.42
AAPL,low,2025-05-08,191.45
AAPL,close,2025-05-08,202.66
AAPL,official_close,2025-05-08,203.34
AAPL,intraday_price,2025-05-08T10:00:00,195.13
AAPL,intraday_price,2025-05-08T11:00:00,200.08
AAPL,intraday_price,2025-05-08T12:00:00,197.21
AAPL,intraday_price,2025-05-08T13:00:00,197.8
AAPL,intraday_price,2025-05-08T14:00:00,194.92
AAPL,intraday_price,2025-05-08T15:00:00,196.06
AAPL,intraday_price,2025-05-08T16:00:00,193.84
AAPL,intraday_price,2025-05-08T17:00:00,201.55
AAPL,open,2025-05-09,168.89
AAPL,high,2025-05-09,171.08
AAPL,low,2025-05-09,160.36
AAPL,close,2025-05-09,169.69
AAPL,official_close,2025-05-09,170.58
AAPL,intraday_price,2025-05-09T10:00:00,161.1
AAPL,intraday_price,2025-05-09T11:00:00,162.86
AAPL,intraday_price,2025-05-09T12:00:00,166.81
AAPL,intraday_price,2025-05-09T13:00:00,166.4
AAPL,intraday_price,2025-05-09T14:00:00,163.55
AAPL,intraday_price,2025-05-09T15:00:00,160.76
AAPL,intraday_price,2025-05-09T16:00:00,165.45
AAPL,intraday_price,2025-05-09T17:00:00,162.94
AAPL,open,2025-05-10,207.52
AAPL,high,2025-05-10,215.0
AAPL,low,2025-05-10,203.43
AAPL,close,2025-05-10,211.49
AAPL,official_close,2025-05-10,211.63
AAPL,intraday_price,2025-05-10T10:00:00,204.76
AAPL,intraday_price,2025-05-10T11:00:00,208.51
AAPL,intraday_price,2025-05-10T12:00:00,209.6
AAPL,intraday_price,2025-05-10T13:00:00,208.41
AAPL,intraday_price,2025-05-10T14:00:00,209.5
AAPL,intraday_price,2025-05-10T15:00:00,211.43
AAPL,intraday_price,2025-05-10T16:00:00,209.12
AAPL,intraday_price,2025-05-10T17:00:00,213.94
AAPL,open,2025-05-11,230.51
AAPL,high,2025-05-11,239.43
AAPL,low,2025-05-11,221.35
AAPL,close,2025-05-11,228.74
AAPL,official_close,2025-05-11,228.56
AAPL,intraday_price,2025-05-11T10:00:00,226.29
AAPL,intraday_price,2025-05-11T11:00:00,225.02
AAPL,intraday_price,2025-05-11T12:00:00,230.46
AAPL,intraday_price,2025-05-11T13:00:00,225.06
AAPL,intraday_price,2025-05-11T14:00:00,239.08
AAPL,intraday_price,2025-05-11T15:00:00,234.94
AAPL,intraday_price,2025-05-11T16:00:00,233.19
AAPL,intraday_price,2025-05-11T17:00:00,229.03
AAPL,open,2025-05-12,118.13
AAPL,high,2025-05-12,123.67
AAPL,low,2025-05-12,110.21
AAPL,close,2025-05-12,119.89
AAPL,official_close,2025-05-12,119.91
AAPL,intraday_price,2025-05-12T10:00:00,121.64
AAPL,intraday_price,2025-05-12T11:00:00,119.1
AAPL,intraday_price,2025-05-12T12:00:00,117.31
AAPL,intraday_price,2025-05-12T13:00:00,115.29
AAPL,intraday_price,2025-05-12T14:00:00,117.5
AAPL,intraday_price,2025-05-12T15:00:00,113.86
AAPL,intraday_price,2025-05-12T16:00:00,113.91
AAPL,intraday_price,2025-05-12T17:00:00,114.56
AAPL,open,2025-05-13,190.71
AAPL,high,2025-05-13,198.87
AAPL,low,2025-05-13,185.94
AAPL,close,2025-05-13,190.94
AAPL,official_close,2025-05-13,191.24
AAPL,intraday_price,2025-05-13T10:00:00,189.71
AAPL,intraday_price,2025-05-13T11:00:00,193.58
AAPL,intraday_price,2025-05-13T12:00:00,191.07
AAPL,intraday_price,2025-05-13T13:00:00,193.56
AAPL,intraday_price,2025-05-13T14:00:00,192.66
AAPL,intraday_price,2025-05-13T15:00:00,197.23
AAPL,intraday_price,2025-05-13T16:00:00,188.44
AAPL,intraday_price,2025-05-13T17:00:00,190.18
AAPL,open,2025-05-14,285.27
AAPL,high,2025-05-14,292.71
AAPL,low,2025-05-14,276.59
AAPL,close,2025-05-14,280.11
AAPL,official_close,2025-05-14,280.82
AAPL,intraday_price,2025-05-14T10:00:00,284.9
AAPL,intraday_price,2025-05-14T11:00:00,291.15
AAPL,intraday_price,2025-05-14T12:00:00,283.05
AAPL,intraday_price,2025-05-14T13:00:00,277.07
AAPL,intraday_price,2025-05-14T14:00:00,287.58
AAPL,intraday_price,2025-05-14T15:00:00,282.31
AAPL,intraday_price,2025-05-14T16:00:00,289.8
AAPL,intraday_price,2025-05-14T17:00:00,283.34
AAPL,open,2025-05-15,224.02
AAPL,high,2025-05-15,231.7
AAPL,low,2025-05-15,216.43
AAPL,close,2025-05-15,221.94
AAPL,official_close,2025-05-15,222.42
AAPL,intraday_price,2025-05-15T10:00:00,216.73
AAPL,intraday_price,2025-05-15T11:00:00,218.15
AAPL,intraday_price,2025-05-15T12:00:00,227.9
AAPL,intraday_price,2025-05-15T13:00:00,226.16
AAPL,intraday_price,2025-05-15T14:00:00,221.8
AAPL,intraday_price,2025-05-15T15:00:00,227.11
AAPL,intraday_price,2025-05-15T16:00:00,231.69
AAPL,intraday_price,2025-05-15T17:00:00,222.3
AAPL,open,2025-05-16,124.56
AAPL,high,2025-05-16,126.51
AAPL,low,2025-05-16,115.53
AAPL,close,2025-05-16,118.84
AAPL,official_close,2025-05-16,119.66
AAPL,intraday_price,2025-05-16T10:00:00,119.88
AAPL,intraday_price,2025-05-16T11:00:00,124.99
AAPL,intraday_price,2025-05-16T12:00:00,116.75
AAPL,intraday_price,2025-05-16T13:00:00,121.94
AAPL,intraday_price,2025-05-16T14:00:00,116.23
AAPL,intraday_price,2025-05-16T15:00:00,122.31
AAPL,intraday_price,2025-05-16T16:00:00,122.43
AAPL,intraday_price,2025-05-16T17:00:00,117.99
AAPL,open,2025-05-17,251.85
AAPL,high,2025-05-17,256.1
AAPL,low,2025-05-17,241.92
AAPL,close,2025-05-17,250.71
AAPL,official_close,2025-05-17,249.76
AAPL,intraday_price,2025-05-17T10:00:00,242.38
AAPL,intraday_price,2025-05-17T11:00:00,247.42
AAPL,intraday_price,2025-05-17T12:00:00,251.2
AAPL,intraday_price,2025-05-17T13:00:00,253.0
AAPL,intraday_price,2025-05-17T14:00:00,252.96
AAPL,intraday_price,2025-05-17T15:00:00,248.07
AAPL,intraday_price,2025-05-17T16:00:00,251.13
AAPL,intraday_price,2025-05-17T17:00:00,243.41
AAPL,open,2025-05-18,275.2
AAPL,high,2025-05-18,279.94
AAPL,low,2025-05-18,266.53
AAPL,close,2025-05-18,273.57
AAPL,official_close,2025-05-18,274.08
AAPL,intraday_price,2025-05-18T10:00:00,272.43
AAPL,intraday_price,2025-05-18T11:00:00,279.43
AAPL,intraday_price,2025-05-18T12:00:00,276.57
AAPL,intraday_price,2025-05-18T13:00:00,277.15
AAPL,intraday_price,2025-05-18T14:00:00,273.23
AAPL,intraday_price,2025-05-18T15:00:00,266.8
AAPL,intraday_price,2025-05-18T16:00:00,275.51
AAPL,intraday_price,2025-05-18T17:00:00,278.77
AAPL,open,2025-05-19,199.07
AAPL,high,2025-05-19,204.83
AAPL,low,2025-05-19,197.66
AAPL,close,2025-05-19,203.73
AAPL,official_close,2025-05-19,203.17
AAPL,intraday_price,2025-05-19T10:00:00,199.46
AAPL,intraday_price,2025-05-19T11:00:00,199.79
AAPL,intraday_price,2025-05-19T12:00:00,198.57
AAPL,intraday_price,2025-05-19T13:00:00,201.01
AAPL,intraday_price,2025-05-19T14:00:00,203.05
AAPL,intraday_price,2025-05-19T15:00:00,204.14
AAPL,intraday_price,2025-05-19T16:00:00,199.65
AAPL,intraday_price,2025-05-19T17:00:00,203.73
AAPL,open,2025-05-20,242.01
AAPL,high,2025-05-20,248.43
AAPL,low,2025-05-20,235.34
AAPL,close,2025-05-20,242.97
AAPL,official_close,2025-05-20,242.97
AAPL,intraday_price,2025-05-20T10:00:00,246.3
AAPL,intraday_price,2025-05-20T11:00:00,236.99
AAPL,intraday_price,2025-05-20T12:00:00,246.49
AAPL,intraday_price,2025-05-20T13:00:00,246.2
AAPL,intraday_price,2025-05-20T14:00:00,246.22
AAPL,intraday_price,2025-05-20T15:00:00,235.45
AAPL,intraday_price,2025-05-20T16:00:00,238.64
AAPL,intraday_price,2025-05-20T17:00:00,237.17
AAPL,open,2025-05-21,180.64
AAPL,high,2025-05-21,187.05
AAPL,low,2025-05-21,177.88
AAPL,close,2025-05-21,186.76
AAPL,official_close,2025-05-21,187.73
AAPL,intraday_price,2025-05-21T10:00:00,179.09
AAPL,intraday_price,2025-05-21T11:00:00,179.56
AAPL,intraday_price,2025-05-21T12:00:00,180.53
AAPL,intraday_price,2025-05-21T13:00:00,179.2
AAPL,intraday_price,2025-05-21T14:00:00,183.26
AAPL,intraday_price,2025-05-21T15:00:00,178.9
AAPL,intraday_price,2025-05-21T16:00:00,179.97
AAPL,intraday_price,2025-05-21T17:00:00,179.91
AAPL,open,2025-05-22,294.34
AAPL,high,2025-05-22,295.96
AAPL,low,2025-05-22,288.04
AAPL,close,2025-05-22,291.84
